question_id	question	answer	rank	score	url	dirname	filename	text	sentence_ids
CQ011	what are the guidelines for triaging patients infected with coronavirus?	Standard precautions assume that every person is potentially infected or colonized with a pathogen that could be transmitted in the healthcare setting. Elements of standard precautions that apply to patients with respiratory infections, including those caused by MERS-CoV, are summarized below. Attention should be paid to training and proper donning (put on), doffing (take off), and disposal of any personal protective equipment. All aspects of standard precautions (e.g., injection safety) are not emphasized in this document but can be found in the guideline titled [Guideline for Isolation Precautions: Preventing Transmission of infectious Agents in Healthcare Settings](https://www.cdc.gov/infectioncontrol/guidelines/isolation/). All HCP (see section 7 for measures for non-HCP visitors) who enter the room of a patient with suspected or confirmed MERS-CoV should adhere to Standard, Contact, and Airborne precautions, including the following:	1.0	31.62	https://www.cdc.gov/coronavirus/mers/infection-prevention-control.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	d4cd18b4d08caf4016507e77526a0408819b6e93.json	Standard precautions assume that every person is potentially infected or colonized with a pathogen that could be transmitted in the healthcare setting. Elements of standard precautions that apply to patients with respiratory infections, including those caused by MERS-CoV, are summarized below. Attention should be paid to training and proper donning (put on), doffing (take off), and disposal of any personal protective equipment. All aspects of standard precautions (e.g., injection safety) are not emphasized in this document but can be found in the guideline titled Guideline for Isolation Precautions: Preventing Transmission of infectious Agents in Healthcare Settings. All HCP (see section 7 for measures for non-HCP visitors) who enter the room of a patient with suspected or confirmed MERS-CoV should adhere to Standard, Contact, and Airborne precautions, including the following:	d4cd18b4d08caf4016507e77526a0408819b6e93-C003-S000:d4cd18b4d08caf4016507e77526a0408819b6e93-C003-S004
CQ011	what are the guidelines for triaging patients infected with coronavirus?	"Ensure early recognition and prevention of transmission of SARS-CoV and other respiratory viruses at the initial encounter with a healthcare setting.

The 2003 outbreaks identified weaknesses in the way infection control precautions are implemented at the time symptomatic patients first visit a healthcare facility for evaluation. To address this deficiency, CDC is *incorporating measures to prevent the transmission of all respiratory infections,* beginning at the first point of contact with a potentially infected person, as one component of Standard Precautions in healthcare settings (see [Appendix I1](https://www.cdc.gov/sars/guidance/i-infection/app1.html) and [Guideline for Isolation Precautions in Hospitals](https://www.cdc.gov/infectioncontrol/guidelines/isolation/index.html)).

These simple preventive measures apply in the absence and presence of SARS-CoV transmission in the world. Once SARS-CoV transmission is detected, efforts to enhance the early detection of patients with SARS-CoV disease (described in Section III.C below) should be added to these new Standard Precautions measures.

##### Activities"	2.0	31.62	https://www.cdc.gov/sars/guidance/i-infection/healthcare.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	03702a0bee7145c30c07ce1b3e0c10ff09016025.json	Ensure early recognition and prevention of transmission of SARS-CoV and other respiratory viruses at the initial encounter with a healthcare setting.The 2003 outbreaks identified weaknesses in the way infection control precautions are implemented at the time symptomatic patients first visit a healthcare facility for evaluation. To address this deficiency, CDC is incorporating measures to prevent the transmission of all respiratory infections, beginning at the first point of contact with a potentially infected person, as one component of Standard Precautions in healthcare settings (see Appendix I1 and Guideline for Isolation Precautions in Hospitals).These simple preventive measures apply in the absence and presence of SARS-CoV transmission in the world. Once SARS-CoV transmission is detected, efforts to enhance the early detection of patients with SARS-CoV disease (described in Section III.C below) should be added to these new Standard Precautions measures.	03702a0bee7145c30c07ce1b3e0c10ff09016025-C001-S000:03702a0bee7145c30c07ce1b3e0c10ff09016025-C001-S003
CQ011	what are the guidelines for triaging patients infected with coronavirus?	Yes, two patients in the U.S. tested positive for MERS-CoV infection, both in May 2014. Get the most up-to-date information about [MERS in the U.S. ](https://www.cdc.gov/coronavirus/mers/us.html)	3.0	18.42	https://www.cdc.gov/coronavirus/mers/faq.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	e1fc39428018d2090cfd48ec625d292384d41b74.json	A: Yes, two patients in the U.S. tested positive for MERS-CoV infection, both in May 2014. Get the most up-to-date information about	e1fc39428018d2090cfd48ec625d292384d41b74-C006-S000:e1fc39428018d2090cfd48ec625d292384d41b74-C006-S002
CQ011	what are the guidelines for triaging patients infected with coronavirus?	"Preventing transmission of respiratory pathogens including MERS-CoV in hospitals requires the application of infection control procedures and protocols including environmental and engineering controls, administrative controls, safer work practices, and personal protective equipment (PPE). Measures that enhance early detection and prompt triage and isolation of patients who should be evaluated for MERS-CoV ([Interim Guidance for Healthcare Professionals](https://www.cdc.gov/coronavirus/mers/interim-guidance.html)) are critical to ensuring effective implementation of infection control measures. Successful implementation of many, if not all, of these strategies is dependent on the presence of clear administrative policies and organizational leadership that promote and facilitate adherence to these recommendations among the various people within the healthcare setting, including patients, visitors, and HCP.

Though these recommendations focus on the hospital setting (a setting where MERS-CoV transmission has been reported from some international locations), the recommendations for PPE, source control (i.e., placing a facemask on potentially infected patients when outside of an airborne infection isolation room), and environmental infection control measures are applicable to any healthcare setting. **This guidance does not apply to non-healthcare settings (e.g., schools) OR to persons outside of healthcare settings.** This guidance also does not provide recommendations for clinical management, air or ground medical transport, or laboratory settings which can both be found elsewhere on the CDC [MERS website](https://www.cdc.gov/coronavirus/mers/index.html).

**Definition of Healthcare Personnel (HCP) –** For the purposes of this guidance, HCP refers to all persons, paid and unpaid, working in healthcare settings whose activities potentially place them at risk for exposures to a patient with MERS-CoV. Examples of such activities include those that require direct contact with patients and exposure to the patient-care environment, including: being in the patient, triage, or examination room, or other potentially contaminated areas; and handling blood, body fluids (except sweat), secretions, excretions, or soiled medical supplies, equipment or environmental surfaces."	4.0	18.09	https://www.cdc.gov/coronavirus/mers/infection-prevention-control.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	d4cd18b4d08caf4016507e77526a0408819b6e93.json	Preventing transmission of respiratory pathogens including MERS-CoV in hospitals requires the application of infection control procedures and protocols including environmental and engineering controls, administrative controls, safer work practices, and personal protective equipment (PPE). Measures that enhance early detection and prompt triage and isolation of patients who should be evaluated for MERS-CoV (Interim Guidance for Healthcare Professionals) are critical to ensuring effective implementation of infection control measures. Successful implementation of many, if not all, of these strategies is dependent on the presence of clear administrative policies and organizational leadership that promote and facilitate adherence to these recommendations among the various people within the healthcare setting, including patients, visitors, and HCP.Though these recommendations focus on the hospital setting (a setting where MERS-CoV transmission has been reported from some international locations), the recommendations for PPE, source control (i.e., placing a facemask on potentially infected patients when outside of an airborne infection isolation room), and environmental infection control measures are applicable to any healthcare setting. This guidance does not apply to non-healthcare settings (e.g., schools) OR to persons outside of healthcare settings. This guidance also does not provide recommendations for clinical management, air or ground medical transport, or laboratory settings which can both be found elsewhere on the CDC MERS website.Definition of Healthcare Personnel (HCP) ? For the purposes of this guidance, HCP refers to all persons, paid and unpaid, working in healthcare settings whose activities potentially place them at risk for exposures to a patient with MERS-CoV. Examples of such activities include those that require direct contact with patients and exposure to the patient-care environment, including: being in the patient, triage, or examination room, or other potentially contaminated areas; and handling blood, body fluids (except sweat), secretions, excretions, or soiled medical supplies, equipment or environmental surfaces.	d4cd18b4d08caf4016507e77526a0408819b6e93-C001-S000:d4cd18b4d08caf4016507e77526a0408819b6e93-C001-S008
CQ011	what are the guidelines for triaging patients infected with coronavirus?	"Routine viral testing of patient specimens, such as the following activities, can be handled in a BSL-2 laboratory using Standard Precautions:

*   Using automated instruments and analyzers

*   Staining and microscopic analysis of fixed smears

*   Examination of bacterial cultures

*   Pathologic examination and processing of formalin-fixed or otherwise inactivated tissues

*   Molecular analysis of extracted nucleic acid preparations

*   Final packaging of specimens for transport to diagnostic laboratories for additional testing. Specimens should already be in a sealed, decontaminated primary container

*   Using inactivated specimens, such as specimens in nucleic acid extraction buffer

*   Electron microscopic studies with glutaraldehyde-fixed grids

For additional information, refer to the following:

*   [CDC 2019-Novel Coronavirus (2019-nCoV) Real-Time RT-PCR Diagnostic Panel](https://www.fda.gov/media/134922/download)

*   [Interim Laboratory Biosafety Guidelines for Handling and Processing Specimens Associated with Coronavirus Disease 2019 (COVID-19)](https://www.cdc.gov/coronavirus/2019-nCoV/lab/lab-biosafety-guidelines.html)

*   [OSHA 29 CFR 1910.1030 Bloodborne Pathogens Standard](https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030)"	5.0	17.23	https://www.cdc.gov/coronavirus/2019-ncov/lab/biosafety-faqs.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	26d709250c8d6af8790267ab06561a32b70f4ce2.json	Routine diagnostic testing of patient specimens, such as the following activities, can be handled in a BSL-2 laboratory using Standard Precautions: ? Using automated instruments and analyzers ? Staining and microscopic analysis of fixed smears ? Examination of bacterial cultures ? Pathologic examination and processing of formalin-fixed or otherwise inactivated tissues ? Molecular analysis of extracted nucleic acid preparations ? Final packaging of specimens for transport to diagnostic laboratories for additional testing. Specimens should already be in a sealed, decontaminated primary container ? Using inactivated specimens, such as specimens in nucleic acid extraction buffer ? Electron microscopic studies with glutaraldehyde-fixed gridsFor additional information, refer to the following:	26d709250c8d6af8790267ab06561a32b70f4ce2-C027-S000:26d709250c8d6af8790267ab06561a32b70f4ce2-C027-S009
CQ011	what are the guidelines for triaging patients infected with coronavirus?	"[]( ""What are the recommendations for acute care dialysis staff?"")

Dialysis staff performing dialysis treatment should [use all PPE](https://www.cdc.gov/coronavirus/2019-ncov/healthcare-facilities/dialysis.html) recommended for the care of patients with suspected or confirmed COVID-19.

Facilities should consider prioritizing respirators for fit-tested dialysis staff who spend several hours in a patient’s room during a dialysis treatment with the door closed.

If possible, dialysis staff should limit time in the room with the patient. The facility should consider having dialysis staff observe and monitor the patient through a window, glass door, or camera while keeping the door closed during the dialysis session. If dialysis staff are working from outside the room, the patient must be closely monitored at all times and care should be taken to prevent complications such as needle dislodgements and exsanguination."	6.0	15.73	https://www.cdc.gov/coronavirus/2019-ncov/hcp/dialysis/dialysis-in-acute-care.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	c800418dc6f7499d6987bf43b7ea7e601e9b509a.json	Dialysis staff performing dialysis treatment should use all PPE recommended for the care of patients with suspected or confirmed COVID-19.Facilities should consider prioritizing respirators for fit-tested dialysis staff who spend several hours in a patient?s room during a dialysis treatment with the door closed.If possible, dialysis staff should limit time in the room with the patient. The facility should consider having dialysis staff observe and monitor the patient through a window, glass door, or camera while keeping the door closed during the dialysis session. If dialysis staff are working from outside the room, the patient must be closely monitored at all times and care should be taken to prevent complications such as needle dislodgements and exsanguination.	c800418dc6f7499d6987bf43b7ea7e601e9b509a-C003-S000:c800418dc6f7499d6987bf43b7ea7e601e9b509a-C003-S003
CQ011	what are the guidelines for triaging patients infected with coronavirus?	"*In the absence of SARS-CoV transmission in the world,* implement screening to detect the re-emergence of SARS-CoV, and ensure appropriate triage and management of patients with possible SARS-CoV disease.

In the absence of person-to-person SARS-CoV transmission, the likelihood that a patient being evaluated for fever or lower respiratory illness, with or without pneumonia, has SARS-CoV disease will be exceedingly low unless there are both typical clinical findings and some accompanying epidemiologic evidence that raises the suspicion of exposure to SARS-CoV. Therefore, patients with respiratory infections should not be considered as possible cases of SARS-CoV disease unless they have severe pneumonia (or acute respiratory distress syndrome) of unknown etiology that requires hospitalization *and* an epidemiologic history that raises the suspicion of SARS-CoV exposure.

##### Activities"	7.0	15.73	https://www.cdc.gov/sars/guidance/i-infection/healthcare.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	03702a0bee7145c30c07ce1b3e0c10ff09016025.json	In the absence of SARS-CoV transmission in the world, implement screening to detect the re-emergence of SARS-CoV, and ensure appropriate triage and management of patients with possible SARS-CoV disease.In the absence of person-to-person SARS-CoV transmission, the likelihood that a patient being evaluated for fever or lower respiratory illness, with or without pneumonia, has SARS-CoV disease will be exceedingly low unless there are both typical clinical findings and some accompanying epidemiologic evidence that raises the suspicion of exposure to SARS-CoV. Therefore, patients with respiratory infections should not be considered as possible cases of SARS-CoV disease unless they have severe pneumonia (or acute respiratory distress syndrome) of unknown etiology that requires hospitalization and an epidemiologic history that raises the suspicion of SARS-CoV exposure.	03702a0bee7145c30c07ce1b3e0c10ff09016025-C003-S000:03702a0bee7145c30c07ce1b3e0c10ff09016025-C003-S003
CQ013	how does coronavirus spread?	"The virus that causes COVID-19 is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs, sneezes, or talks. These droplets can land in the mouths or noses of people who are nearby or possibly be inhaled into the lungs. Spread is more likely when people are in close contact with one another (within about 6 feet).

COVID-19 seems to be spreading easily and sustainably in the community (“community spread”) in [many affected geographic areas](https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/how-covid-spreads.html). Community spread means people have been infected with the virus in an area, including some who are not sure how or where they became infected."	1.0	60.23	https://www.cdc.gov/coronavirus/2019-ncov/faq.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	95534418522ff422077fa28cb7dd5e824d6841a4.json	The virus that causes COVID-19 is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs or sneezes. These droplets can land in the mouths or noses of people who are nearby or possibly be inhaled into the lungs. Spread is more likely when people are in close contact with one another (within about 6 feet).COVID-19 seems to be spreading easily and sustainably in the community (?community spread?) in many affected geographic areas. Community spread means people have been infected with the virus in an area, including some who are not sure how or where they became infected.Learn what is known about the spread of newly emerged coronaviruses.	95534418522ff422077fa28cb7dd5e824d6841a4-C096-S000:95534418522ff422077fa28cb7dd5e824d6841a4-C096-S005
CQ013	how does coronavirus spread?	"A SARS-like coronavirus has been isolated from many palm civets (*Paguma larvata*). The virus taken from civets closely matched virus samples taken from humans. Small numbers of other animals have shown proof of infection with SARS-like coronaviruses, but so far the best existing data suggests that civets are likely carriers of SARS.

In 2001-2002, 98 civets were imported into the United States (44% from Asia). Most, if not all, were imported for private ownership. Introducing non-native animals like civets into the United States can cause outbreaks of disease in humans. CDC is banning imports of civets to reduce the chance of the spread of SARS in the U.S. Importation of civets infected with SARS would present a public health threat. Banning the import of civets is an effective way of limiting this threat.

 [Top of Page](#)"	2.0	38.93	https://www.cdc.gov/sars/about/civet-embargo.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	385229d6c59dbba1ef9a0eb6c5ca580d0d784b46.json	A SARS-like coronavirus has been isolated from many palm civets (Paguma larvata). The virus taken from civets closely matched virus samples taken from humans. Small numbers of other animals have shown proof of infection with SARS-like coronaviruses, but so far the best existing data suggests that civets are likely carriers of SARS.In 2001-2002, 98 civets were imported into the United States (44% from Asia). Most, if not all, were imported for private ownership. Introducing non-native animals like civets into the United States can cause outbreaks of disease in humans. CDC is banning imports of civets to reduce the chance of the spread of SARS in the U.S. Importation of civets infected with SARS would present a public health threat. Banning the import of civets is an effective way of limiting this threat.	385229d6c59dbba1ef9a0eb6c5ca580d0d784b46-C002-S000:385229d6c59dbba1ef9a0eb6c5ca580d0d784b46-C002-S006
CQ013	how does coronavirus spread?	"To limit the spread of the virus that causes COVID-19, routinely clean and disinfect surfaces and objects that are touched often. Read [CDC guidance on cleaning and disinfecting](https://www.cdc.gov/coronavirus/2019-ncov/community/disinfecting-building-facility.html) to learn more. This may include cleaning objects and surfaces not ordinarily cleaned daily, such as doorknobs, light switches, and countertops. Clean with the cleaners typically used. Use all cleaning products according to the directions on the label. For disinfection, most common EPA-registered household disinfectants should be effective. A list of products that are EPA-approved for use against the virus that causes COVID-19 is availableherepdf iconexternal icon-->.

### How to manage a confirmed COVID-19 case in the facility"	3.0	28.49	https://www.cdc.gov/coronavirus/2019-ncov/community/correction-detention/faq.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	ed24685d24edd81bac86bce51a4a93b1140efbb2.json	Facilities can place posters in visiting areas and ask people who are incarcerated to inform their family members and visitors about these rules. How should the facility be cleaned to limit spread of the virus? To limit the spread of the virus that causes COVID-19, routinely clean and disinfect surfaces and objects that are touched often. Read CDC guidance on cleaning and disinfecting to learn more. This may include cleaning objects and surfaces not ordinarily cleaned daily, such as doorknobs, light switches, and countertops. Clean with the cleaners typically used. Use all cleaning products according to the directions on the label. For disinfection, most common EPA-registered household disinfectants should be effective. A list of products that are EPA-approved for use against the virus that causes COVID-19 is available herepdf iconexternal iconpdf iconexternal icon.	ed24685d24edd81bac86bce51a4a93b1140efbb2-C025-S000:ed24685d24edd81bac86bce51a4a93b1140efbb2-C025-S008
CQ013	how does coronavirus spread?	"To limit the spread of the virus that causes COVID-19, routinely clean and disinfect surfaces and objects that are touched often. Read [CDC guidance on cleaning and disinfecting](https://www.cdc.gov/coronavirus/2019-ncov/community/disinfecting-building-facility.html) to learn more. This may include cleaning objects and surfaces not ordinarily cleaned daily, such as doorknobs, light switches, and countertops. Clean with the cleaners typically used. Use all cleaning products according to the directions on the label. For disinfection, most common EPA-registered household disinfectants should be effective. A list of products that are EPA-approved for use against the virus that causes COVID-19 is availableherepdf iconexternal icon-->.

### How to manage a confirmed COVID-19 case in the facility"	4.0	28.49	https://www.cdc.gov/coronavirus/2019-ncov/community/correction-detention/faq.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	ed24685d24edd81bac86bce51a4a93b1140efbb2.json	To limit the spread of the virus that causes COVID-19, routinely clean and disinfect surfaces and objects that are touched often. Read CDC guidance on cleaning and disinfecting to learn more. This may include cleaning objects and surfaces not ordinarily cleaned daily, such as doorknobs, light switches, and countertops. Clean with the cleaners typically used. Use all cleaning products according to the directions on the label. For disinfection, most common EPA-registered household disinfectants should be effective. A list of products that are EPA-approved for use against the virus that causes COVID-19 is available herepdf iconexternal iconpdf iconexternal icon.	ed24685d24edd81bac86bce51a4a93b1140efbb2-C044-S000:ed24685d24edd81bac86bce51a4a93b1140efbb2-C044-S006
CQ013	how does coronavirus spread?	"Disease Detectives in Nigeria – Pertussis (Photo credit: Visa Tyakaray)

More than 70% of the world remains underprepared to prevent, detect, and respond to a public health emergency.[1](#number1)Through GHSA, CDC works with countries to strengthen public health systems and contain outbreaks at the source, before they spread into regional epidemics or global pandemics. Public health threats, health emergencies, and infectious diseases do not recognize or respect borders. Effective and functional public health systems in all countries reduce the risk and opportunity for health threats to affect the U.S."	5.0	17.29	https://www.cdc.gov/globalhealth/security/ghsareport/2017/outbreaks.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	c428358e438b2dee69e8122072e4ed1221b0c70f.json	Disease Detectives in Nigeria Pertussis (Photo credit: Visa Tyakaray)More than 70% of the world remains underprepared to prevent, detect, and respond to a public health emergency.1Through GHSA, CDC works with countries to strengthen public health systems and contain outbreaks at the source, before they spread into regional epidemics or global pandemics. Public health threats, health emergencies, and infectious diseases do not recognize or respect borders. Effective and functional public health systems in all countries reduce the risk and opportunity for health threats to affect the U.S.	c428358e438b2dee69e8122072e4ed1221b0c70f-C004-S000:c428358e438b2dee69e8122072e4ed1221b0c70f-C004-S004
CQ013	how does coronavirus spread?	"In the context of SARS, close contact means having cared for or lived with someone with SARS or having a high likelihood of direct contact with the respiratory secretions and/or body fluids of a patient known to have SARS. Examples include kissing or embracing, sharing eating or drinking utensils, talking to someone within 3 feet, physical examination, and any other direct physical contact between people. Close contact does not include activities such as walking by a person or briefly sitting across a waiting room or office.

 [Top of Page](#)"	6.0	12.47	https://www.cdc.gov/sars/about/fs-closecontact.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	2ff1a583339057889cbcd42b7e57b0595e7a6ca8.json	In the context of SARS, close contact means having cared for or lived with someone with SARS or having a high likelihood of direct contact with the respiratory secretions and/or body fluids of a patient known to have SARS. Examples include kissing or embracing, sharing eating or drinking utensils, talking to someone within 3 feet, physical examination, and any other direct physical contact between people. Close contact does not include activities such as walking by a person or briefly sitting across a waiting room or office.	2ff1a583339057889cbcd42b7e57b0595e7a6ca8-C003-S000:2ff1a583339057889cbcd42b7e57b0595e7a6ca8-C003-S002
CQ013	how does coronavirus spread?	"In the context of SARS, close contact means having cared for or lived with someone with SARS or having direct contact with respiratory secretions or body fluids of a patient with SARS. Examples of close contact include kissing or hugging, sharing eating or drinking utensils, talking to someone within 3 feet, and touching someone directly. Close contact does not include activities like walking by a person or briefly sitting across a waiting room or office.

 [Top of Page](#)"	7.0	5.8	https://www.cdc.gov/sars/about/fs-sars.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	2407983457d4688fcda9ac793d9797015b7a55d2.json	In the context of SARS, close contact means having cared for or lived with someone with SARS or having direct contact with respiratory secretions or body fluids of a patient with SARS. Examples of close contact include kissing or hugging, sharing eating or drinking utensils, talking to someone within 3 feet, and touching someone directly. Close contact does not include activities like walking by a person or briefly sitting across a waiting room or office.	2407983457d4688fcda9ac793d9797015b7a55d2-C005-S000:2407983457d4688fcda9ac793d9797015b7a55d2-C005-S002
CQ013	how does coronavirus spread?	CDC works bilaterally or directly with national governments, non-governmental organizations, academia, multilateral organizations, the private sector, and other stakeholders to build core public health infrastructure that may be used to effectively identify and combat infectious disease outbreaks and respond to epidemics. CDC leadership and expertise have been instrumental in focusing a multisectoral and multinational coalition across 11 technical areas known as GHSA Action Packages that build core public health capacities in partner countries. CDC’s focus on GHSA Action Packages such as disease surveillance, laboratory systems, workforce development, and emergency management have already resulted in measurable progress.	8.0	1.62	https://www.cdc.gov/globalhealth/security/ghsareport/2017/outbreaks.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	c428358e438b2dee69e8122072e4ed1221b0c70f.json	CDC works bilaterally or directly with national governments, non-governmental organizations, academia, multilateral organizations, the private sector, and other stakeholders to build core public health infrastructure that may be used to effectively identify and combat infectious disease outbreaks and respond to epidemics. CDC leadership and expertise have been instrumental in focusing a multisectoral and multinational coalition across 11 technical areas known as GHSA Action Packages that build core public health capacities in partner countries. CDCs focus on GHSA Action Packages such as disease surveillance, laboratory systems, workforce development, and emergency management have already resulted in measurable progress.	c428358e438b2dee69e8122072e4ed1221b0c70f-C007-S000:c428358e438b2dee69e8122072e4ed1221b0c70f-C007-S002
CQ016	how long does coronavirus survive on surfaces?	"Preliminary studies in some research laboratories suggest that the virus may survive in the environment for several days. The length of time that the virus survives likely depends on a number of factors. These factors could include the type of material or body fluid containing the virus and various environmental conditions such as temperature or humidity. Researchers at CDC and other institutions are designing standardized experiments to measure how long SARS-CoV can survive in situations that simulate natural environmental conditions.

 [Top of Page](#) 

## [ ]( ""Laboratory Testing"")Laboratory Testing"	1.0	41.46	https://www.cdc.gov/sars/about/faq.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	e8e4505aa64a46084161dd17f8a70c95778fdaeb.json	Preliminary studies in some research laboratories suggest that the virus may survive in the environment for several days. The length of time that the virus survives likely depends on a number of factors. These factors could include the type of material or body fluid containing the virus and various environmental conditions such as temperature or humidity. Researchers at CDC and other institutions are designing standardized experiments to measure how long SARS-CoV can survive in situations that simulate natural environmental conditions.	e8e4505aa64a46084161dd17f8a70c95778fdaeb-C015-S000:e8e4505aa64a46084161dd17f8a70c95778fdaeb-C015-S003
CQ016	how long does coronavirus survive on surfaces?	"The virus that causes COVID-19 is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs, sneezes, or talks. These droplets can land in the mouths or noses of people who are nearby or possibly be inhaled into the lungs. Spread is more likely when people are in close contact with one another (within about 6 feet).

COVID-19 seems to be spreading easily and sustainably in the community (“community spread”) in [many affected geographic areas](https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/how-covid-spreads.html). Community spread means people have been infected with the virus in an area, including some who are not sure how or where they became infected."	2.0	28.79	https://www.cdc.gov/coronavirus/2019-ncov/faq.html	C:/Dev/EPIC-QA/epic_qa_consumer_2020-06-10_v2.tar/version_2_split	95534418522ff422077fa28cb7dd5e824d6841a4.json	The virus that causes COVID-19 is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs or sneezes. These droplets can land in the mouths or noses of people who are nearby or possibly be inhaled into the lungs. Spread is more likely when people are in close contact with one another (within about 6 feet).COVID-19 seems to be spreading easily and sustainably in the community (?community spread?) in many affected geographic areas. Community spread means people have been infected with the virus in an area, including some who are not sure how or where they became infected.Learn what is known about the spread of newly emerged coronaviruses.	95534418522ff422077fa28cb7dd5e824d6841a4-C096-S000:95534418522ff422077fa28cb7dd5e824d6841a4-C096-S005
